Number,Date,TSE:CM(open),TSE:CM(high),TSE:CM(low),TSE:CM(close),TSE:CM(adjusted close),TSE:CM(volume),TSE:CM(dividend amount),TSE:CM(split coefficient)
4351,4/25/2017,113.49,114.1,113.32,113.38,99.0595,1463100,0,1
4352,4/26/2017,113.74,113.75,110.61,110.93,96.919,2311300,0,1
4353,4/27/2017,110.62,111.31,108.84,109.71,95.8531,2856900,0,1
4354,4/28/2017,109.85,111.16,109.66,110.25,96.3249,1494200,0,1
4355,5/1/2017,110.95,110.99,109.44,109.57,95.7308,1557300,0,1
4356,5/2/2017,109.51,109.72,108.97,109.12,95.3376,2190600,0,1
4357,5/3/2017,109.1,109.29,108.54,109.14,95.3551,1833900,0,1
4358,5/4/2017,108.84,109.07,107.27,107.37,93.8086,2281300,0,1
4359,5/5/2017,107.92,109.19,107.58,108.67,94.9444,1885600,0,1
4360,5/8/2017,109.48,109.8,108.72,108.95,95.1891,1676500,0,1
4361,5/9/2017,109.49,109.59,108.06,108.36,94.6736,1438600,0,1
4362,5/10/2017,108.27,109.02,108,108.73,94.9969,1265000,0,1
4363,5/11/2017,108.05,108.38,107.02,107.29,93.7387,1877500,0,1
4364,5/12/2017,107.21,107.6,106.54,107.12,93.5902,1460000,0,1
4365,5/15/2017,107.47,108.09,107.15,107.85,94.228,1816400,0,1
4366,5/16/2017,108.02,108.22,106.89,107.11,93.5815,1651800,0,1
4367,5/17/2017,106.52,106.52,105.67,106.1,92.699,1931300,0,1
4368,5/18/2017,105.51,107.02,105.06,106,92.6117,1595700,0,1
4369,5/19/2017,106.37,107.02,106.28,106.66,93.1883,1282800,0,1
4370,5/23/2017,107.29,107.44,106.7,106.95,93.4417,2911900,0,1
4371,5/24/2017,107.09,107.1,105.61,106.3,92.8738,1692700,0,1
4372,5/25/2017,107.09,107.2,105.05,105.24,91.9477,1646300,0,1
4373,5/26/2017,105.39,105.43,104.88,105.37,92.0612,2856300,0,1
4374,5/29/2017,105.77,106.64,105.62,106.2,92.7864,508800,0,1
4375,5/30/2017,105.79,106.04,105.06,105.28,91.9826,848600,0,1
4376,5/31/2017,105.54,105.64,104.4,105.62,92.2797,2800900,0,1
4377,6/1/2017,105.69,106.08,104.82,105.61,92.2709,1800600,0,1
4378,6/2/2017,105.49,106.37,104.98,105.63,92.2884,818700,0,1
4379,6/5/2017,105.41,105.99,104.68,105.49,92.1661,767000,0,1
4380,6/6/2017,105.38,105.38,104.64,105.09,91.8166,1313100,0,1
4381,6/7/2017,105.37,105.44,104.58,104.87,91.6244,1311300,0,1
4382,6/8/2017,105.07,105.81,104.77,105.42,92.1049,1158000,0,1
4383,6/9/2017,105.48,107.67,105.35,107.43,93.8611,1599800,0,1
4384,6/12/2017,107.48,108.29,106.16,106.79,93.3019,1310200,0,1
4385,6/13/2017,107.09,107.1,105.58,106.16,92.7515,1728800,0,1
4386,6/14/2017,105.8,106.15,105.04,105.47,92.1486,1594000,0,1
4387,6/15/2017,105.17,106.11,104.63,106,92.6117,1450600,0,1
4388,6/16/2017,105.92,106.64,105.08,106.53,93.0747,3685900,0,1
4389,6/19/2017,106.97,107.49,106.64,106.74,93.2582,1157200,0,1
4390,6/20/2017,106.78,107.05,106.1,106.13,92.7252,856700,0,1
4391,6/21/2017,106.36,106.45,105.41,105.44,92.1224,1529900,0,1
4392,6/22/2017,105.69,107.55,105.5,107.06,93.5378,2918200,0,1
4393,6/23/2017,107.57,108.03,106.92,107.38,93.8174,6518600,0,1
4394,6/26/2017,106.01,106.58,104.5,104.87,92.721,2805700,0,1
4395,6/27/2017,105.09,105.42,104.67,104.98,92.8183,1625200,0,1
4396,6/28/2017,105.46,106.41,105.09,106.36,94.0384,1460600,0,1
4397,6/29/2017,107,107.2,105.34,105.94,93.6671,1179300,0,1
4398,6/30/2017,106.39,106.42,104.91,105.39,93.1808,1215900,0,1
4399,7/4/2017,106.29,106.39,105.36,106.15,93.8527,565700,0,1
4400,7/5/2017,106.2,106.45,105.32,106.15,93.8527,1260900,0,1
4401,7/6/2017,106.11,106.73,105.88,106.36,94.0384,1099200,0,1
4402,7/7/2017,106.38,106.38,105.14,106.06,93.7732,924800,0,1
4403,7/10/2017,106.25,106.46,105.5,106.1,93.8085,692000,0,1
4404,7/11/2017,106.32,106.5,105.5,106.49,94.1533,931700,0,1
4405,7/12/2017,107,107.68,106.46,107.41,94.9668,1514800,0,1
4406,7/13/2017,107.83,108.3,107.5,108.01,95.4973,1412600,0,1
4407,7/14/2017,107.89,108.28,107.55,108.16,95.6299,1088500,0,1
4408,7/17/2017,108.16,108.41,107.77,107.9,95.4,856400,0,1
4409,7/18/2017,107.87,108.05,107.08,107.58,95.1171,870900,0,1
4410,7/19/2017,107.87,109.11,107.61,108.93,96.3107,1117400,0,1
4411,7/20/2017,109.41,109.6,109.11,109.19,96.5405,1072500,0,1
4412,7/21/2017,109,109.07,107.94,108.24,95.7006,1610900,0,1
4413,7/24/2017,108.28,108.29,107.55,107.73,95.2497,1014000,0,1
4414,7/25/2017,108.38,108.45,107.51,107.53,95.0729,984500,0,1
4415,7/26/2017,107.93,108.08,107.07,107.15,94.7369,998700,0,1
4416,7/27/2017,107.58,107.58,106.75,107.24,94.8165,1138400,0,1
4417,7/28/2017,107.26,107.71,106.65,107.57,95.1082,897200,0,1
4418,7/31/2017,107.66,108.64,107.61,108.22,95.6829,1003600,0,1
4419,8/1/2017,108.79,108.89,107.5,108.06,95.5415,933200,0,1
4420,8/2/2017,108.08,108.48,107.77,108.33,95.7802,892700,0,1
4421,8/3/2017,108.25,108.9,108.1,108.29,95.7448,844100,0,1
4422,8/4/2017,108.71,108.8,108.1,108.47,95.904,606100,0,1
4423,8/8/2017,108.88,109.41,108.77,109.28,96.6201,1006800,0,1
4424,8/9/2017,108.91,109.21,108.3,108.5,95.9305,2717000,0,1
4425,8/10/2017,108.29,108.3,106.71,106.97,94.5777,1663600,0,1
4426,8/11/2017,106.89,107.2,106.03,106.76,94.3921,1125700,0,1
4427,8/14/2017,107.57,108.62,107.15,107.65,95.179,968600,0,1
4428,8/15/2017,108.2,108.2,107.27,107.53,95.0729,1010700,0,1
4429,8/16/2017,107.98,107.98,106.97,107.05,94.6485,940800,0,1
4430,8/17/2017,106.93,107.51,106.57,106.67,94.3125,683700,0,1
4431,8/18/2017,106.59,106.99,105.86,106.94,94.5512,1323300,0,1
4432,8/21/2017,107,107.17,106.68,106.72,94.3567,721300,0,1
4433,8/22/2017,106.91,107.13,106.43,106.48,94.1445,859300,0,1
4434,8/23/2017,106.49,108.06,106.31,107.6,95.1347,1261900,0,1
4435,8/24/2017,108.63,108.79,105.56,105.57,93.3399,2612400,0,1
4436,8/25/2017,105.93,106.27,105.35,105.92,93.6494,1051200,0,1
4437,8/28/2017,106,106.01,105.13,105.45,93.2338,1156200,0,1
4438,8/29/2017,105.11,105.33,104.44,104.54,92.4292,1367700,0,1
4439,8/30/2017,104.78,105.26,104.47,105.22,93.0305,3110400,0,1
4440,8/31/2017,105.42,105.75,104.64,104.91,92.7564,1501400,0,1
4441,9/1/2017,105.34,105.34,104.6,104.79,92.6503,712600,0,1
4442,9/5/2017,104.6,104.66,103.84,104.1,92.0402,1614800,0,1
4443,9/6/2017,105.03,105.24,104,104.98,92.8183,4185300,0,1
4444,9/7/2017,105.04,105.32,104.72,104.82,92.6768,1096800,0,1
4445,9/8/2017,104.9,105.27,104.79,105.22,93.0305,722900,0,1
4446,9/11/2017,105.81,106.05,105.59,106.04,93.7555,837500,0,1
4447,9/12/2017,106.28,106.79,105.93,106.71,94.3479,1069000,0,1
4448,9/13/2017,106.69,107.42,106.59,107.12,94.7104,1114400,0,1
4449,9/14/2017,107.26,107.6,107.16,107.42,94.9756,929900,0,1
4450,9/15/2017,107.4,107.65,106.99,107.27,94.843,3941800,0,1
4451,9/18/2017,107.58,107.61,106.94,107.21,94.7899,1592000,0,1
4452,9/19/2017,107.4,107.95,107.29,107.68,95.2055,1168200,0,1
4453,9/20/2017,107.88,108,107.55,108,95.4884,1182400,0,1
4454,9/21/2017,108.1,108.98,107.96,108.7,96.1073,1171100,0,1
4455,9/22/2017,108.8,109.57,108.76,109.41,96.7351,1255400,0,1
4456,9/25/2017,109.52,110.1,109.51,110.04,97.2921,1273700,0,1
4457,9/26/2017,110.39,110.39,109.59,109.93,97.1948,1425800,0,1
4458,9/27/2017,108.51,109.06,108.38,108.92,97.4543,1566400,0,1
4459,9/28/2017,108.79,109.43,108.64,109.11,97.6243,1095200,0,1
4460,9/29/2017,109.4,109.8,109.17,109.17,97.678,1148800,0,1
4461,10/2/2017,109.64,110.28,109.3,110,98.4206,1072300,0,1
4462,10/3/2017,110.24,110.8,110.06,110.79,99.1275,1200700,0,1
4463,10/4/2017,110.89,111,110.57,110.82,99.1543,934600,0,1
4464,10/5/2017,110.74,111.26,110.68,111.16,99.4585,901600,0,1
4465,10/6/2017,111.18,111.4,110.69,111.11,99.4138,849300,0,1
4466,10/10/2017,111,111.84,110.91,111.57,99.8253,1200400,0,1
4467,10/11/2017,111.59,112.43,111.58,112.27,100.4516,972500,0,1
4468,10/12/2017,112.38,112.4,111.82,111.82,100.049,1009800,0,1
4469,10/13/2017,111.91,112.38,111.91,112.3,100.4785,788800,0,1
4470,10/16/2017,112.6,112.77,112.14,112.27,100.4516,762500,0,1
4471,10/17/2017,112.52,112.7,112.03,112.27,100.4516,1122900,0,1
4472,10/18/2017,112.45,113.08,112.44,112.84,100.9616,874900,0,1
4473,10/19/2017,112.44,113.05,112.37,112.73,100.8632,703400,0,1
4474,10/20/2017,113.2,113.26,112.57,112.58,100.729,789500,0,1
4475,10/23/2017,112.78,113.05,112.59,112.67,100.8095,882600,0,1
4476,10/24/2017,113,114.14,112.58,114.01,102.0085,1358200,0,1
4477,10/25/2017,114.03,114.99,113.12,113.7,101.7311,1897900,0,1
4478,10/26/2017,113.83,114.29,113.01,113.16,101.248,1237100,0,1
4479,10/27/2017,113.27,113.63,112.6,113.27,101.3464,999300,0,1
4480,10/30/2017,113.46,113.92,113.15,113.55,101.5969,1247200,0,1
4481,10/31/2017,113.52,113.89,113.42,113.56,101.6059,851900,0,1
4482,11/1/2017,113.89,114.11,113.4,113.56,101.6059,815800,0,1
4483,11/2/2017,113.57,113.91,113.46,113.72,101.749,610000,0,1
4484,11/3/2017,113.9,114.15,113.45,114.11,102.098,704300,0,1
4485,11/6/2017,114.19,114.93,114.19,114.6,102.5364,843300,0,1
4486,11/7/2017,114.62,114.86,114.26,114.65,102.5811,646800,0,1
4487,11/8/2017,114.65,114.66,114.22,114.6,102.5364,679600,0,1
4488,11/9/2017,114.38,114.49,114,114.12,102.1069,862800,0,1
4489,11/10/2017,114.14,114.27,113.19,113.44,101.4985,743800,0,1
4490,11/13/2017,113.01,113.26,112.28,113.01,101.1138,709900,0,1
4491,11/14/2017,112.59,113.06,112.45,112.65,100.7916,849900,0,1
4492,11/15/2017,112.14,112.86,112.05,112.81,100.9348,739700,0,1
4493,11/16/2017,113,114.31,112.91,114.18,102.1606,1037300,0,1
4494,11/17/2017,114.22,115.54,114.2,115.1,102.9837,1295600,0,1
4495,11/20/2017,115.15,115.54,114.6,115.09,102.9748,1048100,0,1
4496,11/21/2017,115.2,115.38,114.65,114.78,102.6974,1385400,0,1
4497,11/22/2017,114.66,115.04,114.37,114.72,102.6437,993400,0,1
4498,11/23/2017,114.75,114.86,114.35,114.56,102.5006,433200,0,1
4499,11/24/2017,114.69,115.1,114.6,115.1,102.9837,563700,0,1
4500,11/27/2017,115.22,115.51,114.81,114.98,102.8764,795900,0,1
4501,11/28/2017,115.13,115.24,114.22,115.05,102.939,1165900,0,1
4502,11/29/2017,115.02,115.17,114.06,114.8,102.7153,1330800,0,1
4503,11/30/2017,116.05,118.72,116.05,118.14,105.7037,3715500,0,1
4504,12/1/2017,118.01,121.41,118,121.2,108.4416,2871300,0,1
4505,12/4/2017,121.43,122.56,120.19,120.34,107.6722,1924900,0,1
4506,12/5/2017,120.49,120.77,118.95,119.42,106.849,1487900,0,1
4507,12/6/2017,119.2,120,118.66,119,106.4732,1191500,0,1
4508,12/7/2017,119.16,119.71,118.67,119.46,106.8848,1248900,0,1
4509,12/8/2017,119.71,119.98,119.39,119.65,107.0548,889000,0,1
4510,12/11/2017,119.51,119.97,119.33,119.78,107.1711,826500,0,1
4511,12/12/2017,119.91,120.44,119.72,120.15,107.5021,1218000,0,1
4512,12/13/2017,120.5,120.63,119.79,120.02,107.3858,1329200,0,1
4513,12/14/2017,120.06,120.61,119.4,119.73,107.1264,1457900,0,1
4514,12/15/2017,119.95,120,119.33,119.43,106.8579,3578500,0,1
4515,12/18/2017,119.88,120.78,119.75,120.41,107.7348,1149100,0,1
4516,12/19/2017,120.86,122.29,120.86,121.65,108.8442,1683500,0,1
4517,12/20/2017,122.5,122.5,121.6,122.21,109.3453,1353200,0,1
4518,12/21/2017,122.56,123.71,122.25,123.48,110.4816,1564400,0,1
4519,12/22/2017,123.48,123.87,122.95,123.11,110.1506,1019200,0,1
4520,12/27/2017,121.48,122.13,121.16,121.81,110.1506,2042300,0,1
4521,12/28/2017,121.76,122.41,121.5,122.37,110.657,1988300,0,1
4522,12/29/2017,122.38,122.54,122.01,122.54,110.8107,1022900,0,1
4523,1/2/2018,122.32,122.86,122.01,122.41,110.6931,1550100,0,1
4524,1/3/2018,122.59,123.32,122.4,123.05,111.2719,1130400,0,1
4525,1/4/2018,122.91,124.37,122.81,123.79,111.941,3401500,0,1
4526,1/5/2018,123.85,124.03,123.21,123.99,112.1219,898200,0,1
4527,1/8/2018,124,124.09,123.19,123.49,111.6698,898400,0,1
4528,1/9/2018,123.47,123.89,123.26,123.43,111.6155,959400,0,1
4529,1/10/2018,123.44,123.81,122.86,123.1,111.3171,1212200,0,1
4530,1/11/2018,123.44,123.58,122.66,122.99,111.2176,851100,0,1
4531,1/12/2018,123.01,123.31,122.33,122.95,111.1814,1207700,0,1
4532,1/15/2018,123,123.15,122.4,122.4,110.6841,606900,0,1
4533,1/16/2018,122.78,122.78,121.68,122.42,110.7022,1210700,0,1
4534,1/17/2018,122.75,123.43,122.44,123.02,111.2447,1130500,0,1
4535,1/18/2018,123.23,123.32,122.19,122.3,110.5937,1087800,0,1
4536,1/19/2018,122.51,122.76,122.16,122.53,110.8016,1769900,0,1
4537,1/22/2018,122.46,123.08,122.1,122.33,110.6208,1842300,0,1
4538,1/23/2018,122.22,122.54,121.19,122.39,110.675,1254200,0,1
4539,1/24/2018,122.56,122.71,121.29,122.21,110.5123,1525400,0,1
4540,1/25/2018,122.45,122.49,121.57,121.93,110.2591,1336000,0,1
4541,1/26/2018,122,122.05,121.27,121.79,110.1325,983000,0,1
4542,1/29/2018,121.79,121.8,121.28,121.63,109.9878,843300,0,1
4543,1/30/2018,121.41,121.86,121.15,121.6,109.9607,1191800,0,1
4544,1/31/2018,121.56,121.98,121.06,121.86,110.1958,1100900,0,1
4545,2/1/2018,121.59,121.69,120.59,121.04,109.4543,1178400,0,1
4546,2/2/2018,120.61,120.97,118.98,119,107.6095,1377500,0,1
4547,2/5/2018,117.24,118.1,115.06,115.82,104.7339,2318000,0,1
4548,2/6/2018,114.21,116.61,112.99,116.05,104.9419,2214400,0,1
4549,2/7/2018,116.7,116.95,115.83,116.55,105.394,1417500,0,1
4550,2/8/2018,116.67,116.74,113.67,113.67,102.7897,2636100,0,1
4551,2/9/2018,114.28,114.28,112.52,113.56,102.6902,1474000,0,1
4552,2/12/2018,114.39,115.28,113.58,114.68,103.703,1975200,0,1
4553,2/13/2018,114.03,115.24,114,114.71,103.7302,978100,0,1
4554,2/14/2018,114.51,116,113.9,115.51,104.4536,1682500,0,1
4555,2/15/2018,116.4,116.5,114.89,115.42,104.3722,1099500,0,1
4556,2/16/2018,115.55,115.6,114.85,115,103.9924,724800,0,1
4557,2/20/2018,114.6,115.58,114.36,114.85,103.8568,1220700,0,1
4558,2/21/2018,115.68,116.95,115.41,116.47,105.3217,1622400,0,1
4559,2/22/2018,119.51,119.51,115.83,116.93,105.7377,2691600,0,1
4560,2/23/2018,118.02,119.02,117.66,119,107.6095,1593800,0,1
4561,2/26/2018,119.5,119.5,118.25,118.94,107.5553,1243900,0,1
4562,2/27/2018,118.94,119.6,118.6,119.28,107.8627,1157500,0,1
4563,2/28/2018,119.6,119.89,117.11,117.2,105.9818,1613200,0,1
4564,3/1/2018,117.3,117.65,116.33,116.75,105.5749,1520000,0,1
4565,3/2/2018,116.01,116.43,115.38,115.7,104.6254,1642000,0,1
4566,3/5/2018,115.38,116.61,114.89,116.3,105.168,3340900,0,1
4567,3/6/2018,116.99,116.99,116.11,116.84,105.6563,1083900,0,1
4568,3/7/2018,116.02,117.85,116.02,116.9,105.7105,994600,0,1
4569,3/8/2018,117.23,117.88,116.98,117.55,106.2983,1457500,0,1
4570,3/9/2018,118.45,118.45,117.21,118.1,106.7957,941100,0,1
4571,3/12/2018,118.19,118.52,117.76,117.97,106.6781,1647600,0,1
4572,3/13/2018,118.11,118.86,117.9,118,106.7053,824100,0,1
4573,3/14/2018,118.45,118.6,117.87,118.09,106.7866,802500,0,1
4574,3/15/2018,118.12,118.47,117.5,117.75,106.4792,1256900,0,1
4575,3/16/2018,117.9,118.4,117.2,117.2,105.9818,3262800,0,1
4576,3/19/2018,117.27,117.69,116.57,117.05,105.8462,1077900,0,1
4577,3/20/2018,117.33,117.64,117,117.3,106.0722,1410100,0,1
4578,3/21/2018,117.54,118.55,117.13,117.86,106.5786,1404100,0,1
4579,3/22/2018,117.5,117.63,115.7,116.06,104.9509,1969300,0,1
4580,3/23/2018,116.22,116.49,113.88,114.07,103.1514,1511100,0,1
4581,3/26/2018,115.09,115.1,113.92,114.44,103.486,1539600,0,1
4582,3/27/2018,113.45,113.68,112.56,112.95,103.3396,1703200,0,1
4583,3/28/2018,112.82,113.86,112.19,112.91,103.303,1113200,0,1
4584,3/29/2018,113.26,113.86,112.86,113.72,104.0441,1127500,0,1
4585,4/2/2018,113.7,113.73,112.08,112.78,103.1841,868100,0,1
4586,4/3/2018,113.15,113.32,112.01,112.43,102.8639,1265800,0,1
4587,4/4/2018,111.51,112.05,110.5,111.85,102.3332,1189200,0,1
4588,4/5/2018,112.5,113.14,111.99,112.89,103.2847,1128500,0,1
4589,4/6/2018,112.4,112.72,111.14,111.41,101.9306,1276900,0,1
4590,4/9/2018,112,112.8,111.61,111.95,102.4247,835100,0,1
4591,4/10/2018,112.97,112.97,111.7,111.95,102.4247,897300,0,1
4592,4/11/2018,111.74,111.84,111,111.08,101.6287,921200,0,1
4593,4/12/2018,111.07,111.32,110.57,110.63,101.217,889200,0,1
4594,4/13/2018,111.29,111.37,110.03,110.11,100.7413,993900,0,1
4595,4/16/2018,110.83,110.83,110.01,110.52,101.1164,1488200,0,1
4596,4/17/2018,111.05,111.15,110.54,110.54,101.1347,688700,0,1
4597,4/18/2018,110.88,111.45,110.61,110.82,101.3908,790400,0,1
4598,4/19/2018,110.93,111,110.27,110.5,101.0981,819700,0,1
4599,4/20/2018,110.5,110.99,110.22,110.35,100.9608,1049100,0,1
4600,4/23/2018,110.49,110.83,110.31,110.62,101.2079,1185100,0,1
4601,4/24/2018,110.99,111.13,110,110.25,100.8694,1210300,0,1
4602,4/25/2018,110.26,111.02,110.19,110.83,101.4,983300,0,1
4603,4/26/2018,111.08,112.77,110.92,111.98,102.4522,1354900,0,1
4604,4/27/2018,112.27,112.47,111.85,112.12,102.5802,479800,0,1
4605,4/30/2018,112.51,112.55,111.74,111.83,102.3149,1298600,0,1
4606,5/1/2018,111.82,112.21,111.32,112.16,102.6168,1381000,0,1
4607,5/2/2018,112.36,112.49,111.84,112,102.4705,1097100,0,1
4608,5/3/2018,112.03,112.17,111.3,112.16,102.6168,1029400,0,1
4609,5/4/2018,112.19,112.69,111.87,112.5,102.9279,688200,0,1
4610,5/7/2018,112.72,113.35,112.55,113.34,103.6964,913000,0,1
4611,5/8/2018,113.4,113.83,113.06,113.72,104.0441,1400800,0,1
4612,5/9/2018,114,114.19,112.71,114.07,104.3643,1567100,0,1
4613,5/10/2018,114.27,115.13,114.07,114.73,104.9682,1500200,0,1
4614,5/11/2018,114.84,115.3,114.84,115.1,105.3067,1147100,0,1
4615,5/14/2018,115.38,116.36,115.24,116.2,106.3131,1140900,0,1
4616,5/15/2018,116.17,117.14,116.17,116.54,106.6242,1063400,0,1
4617,5/16/2018,116.54,116.88,116.1,116.77,106.8346,1061000,0,1
4618,5/17/2018,116.85,117.07,116.31,116.63,106.7065,1060500,0,1
4619,5/18/2018,116.7,116.91,116.09,116.3,106.4046,941700,0,1
4620,5/22/2018,116.45,117.24,116.36,116.86,106.9169,1024700,0,1
4621,5/23/2018,116.34,117.22,114,115.09,105.2975,2323400,0,1
4622,5/24/2018,115.18,115.54,114.37,115.1,105.3067,2244300,0,1
4623,5/25/2018,115.01,115.52,114.67,114.87,105.0963,952800,0,1
4624,5/28/2018,114.75,115.14,114.44,114.73,104.9682,383900,0,1
4625,5/29/2018,113.96,114.22,112.33,112.83,103.2298,1506700,0,1
4626,5/30/2018,113.43,113.52,112.12,112.96,103.3488,1057000,0,1
4627,5/31/2018,113,113.31,112.47,113.2,103.5683,1604000,0,1
4628,6/1/2018,113.53,113.64,112.51,113.15,103.5226,693600,0,1
4629,6/4/2018,113.26,113.76,112.6,112.86,103.2573,935900,0,1
4630,6/5/2018,113.18,113.45,112.9,113.24,103.605,936800,0,1
4631,6/6/2018,113.45,114.7,113.33,114.6,104.8492,1369200,0,1
4632,6/7/2018,114.82,115.43,114.6,114.8,105.0322,998500,0,1
4633,6/8/2018,114.9,115.28,114.5,115.25,105.4439,817200,0,1
4634,6/11/2018,115.1,115.7,114.96,114.99,105.206,928200,0,1
4635,6/12/2018,115.22,115.45,114.85,115.27,105.4622,931000,0,1
4636,6/13/2018,115.38,115.96,115.3,115.86,106.002,987600,0,1
4637,6/14/2018,115.98,115.99,115.18,115.2,105.3982,977100,0,1
4638,6/15/2018,115.12,115.59,114.77,115.17,105.3707,2464200,0,1
4639,6/18/2018,114.94,115.54,114.76,115.45,105.6269,764500,0,1
4640,6/19/2018,115,115.94,114.96,115.53,105.7001,1225200,0,1
4641,6/20/2018,115.88,116.87,115.78,116.54,106.6242,1197600,0,1
4642,6/21/2018,116.64,117.1,116.47,116.83,106.8895,984200,0,1
4643,6/22/2018,117.09,117.95,116.84,117.68,107.6672,914800,0,1
4644,6/25/2018,117.6,117.61,115.6,115.97,106.1027,1710500,0,1
4645,6/26/2018,116.41,116.92,115.83,116.26,106.368,1485300,0,1
4646,6/27/2018,114.32,114.99,114.26,114.54,106.007,859300,0,1
4647,6/28/2018,114.2,114.35,113.54,114.11,105.6091,874400,0,1
4648,6/29/2018,114.25,114.78,114.07,114.36,105.8404,893200,0,1
4649,7/3/2018,114.65,114.91,114,114.49,105.9608,832100,0,1
4650,7/4/2018,114.63,114.88,114.41,114.53,105.9978,281700,0,1
4651,7/5/2018,114.76,115.36,114.53,114.99,106.4235,601300,0,1
4652,7/6/2018,114.76,115.49,114.5,115.26,106.6734,600300,0,1
4653,7/9/2018,115.43,116.12,115.33,115.8,107.1732,629500,0,1
4654,7/10/2018,116.26,116.28,115.47,115.88,107.2472,742200,0,1
4655,7/11/2018,115.5,115.78,115.07,115.66,107.0436,2380600,0,1
4656,7/12/2018,115.76,116.28,115.43,115.83,107.2009,835900,0,1
4657,7/13/2018,115.86,116.1,115.4,116.07,107.4231,831400,0,1
4658,7/16/2018,116,116.46,115.8,116.24,107.5804,569300,0,1
4659,7/17/2018,116.06,116.49,115.6,116.38,107.71,607100,0,1
4660,7/18/2018,116.3,116.4,115.64,115.87,107.238,661700,0,1
4661,7/19/2018,115.92,116.27,115.68,115.92,107.2842,966800,0,1
4662,7/20/2018,115.72,116.08,115.5,116.05,107.4046,1581100,0,1
4663,7/23/2018,116,116.7,115.91,116.51,107.8303,699200,0,1
4664,7/24/2018,116.5,117.16,116.5,116.76,108.0617,1020400,0,1
4665,7/25/2018,116.5,117.42,116.1,117.32,108.5799,933300,0,1
4666,7/26/2018,117.39,118.09,117.2,117.85,109.0704,916200,0,1
4667,7/27/2018,117.78,118.41,117.7,118.14,109.3388,828100,0,1
4668,7/30/2018,118.29,118.79,118.24,118.58,109.7461,660500,0,1
4669,7/31/2018,118.5,118.88,118.34,118.72,109.8756,965900,0,1
4670,8/1/2018,118.87,119.75,118.51,119.43,110.5327,1234500,0,1
4671,8/2/2018,119.01,119.91,118.68,119.61,110.6993,778100,0,1
4672,8/3/2018,119.36,119.95,118.99,119.36,110.468,724000,0,1
4673,8/7/2018,119.85,120.1,118.33,118.75,109.9034,1156500,0,1
4674,8/8/2018,118.73,119.54,118.45,119.1,110.2273,640900,0,1
4675,8/9/2018,119.38,119.8,119.2,119.52,110.616,655700,0,1
4676,8/10/2018,119.01,119.39,118.71,119.22,110.3384,756700,0,1
4677,8/13/2018,119.22,119.94,118.98,119.49,110.5883,1047600,0,1
4678,8/14/2018,119.63,120.4,119.6,120.35,111.3842,886600,0,1
4679,8/15/2018,119.76,120.09,119.29,119.74,110.8197,1003800,0,1
4680,8/16/2018,119.95,120.91,119.95,120.5,111.523,1052300,0,1
4681,8/17/2018,120.4,121.73,120.25,121.66,112.5966,1176400,0,1
4682,8/20/2018,121.8,122.19,121.46,121.8,112.7262,904200,0,1
4683,8/21/2018,121.91,122.43,121.42,121.59,112.5318,1252000,0,1
4684,8/22/2018,121.6,121.98,121.38,121.73,112.6614,1061500,0,1
4685,8/23/2018,122.3,123.34,122.1,122.4,113.2815,1484700,0,1
4686,8/24/2018,122.69,122.81,122.1,122.59,113.4573,821800,0,1
4687,8/27/2018,122.62,122.99,122.38,122.45,113.3278,1018600,0,1
4688,8/28/2018,122.75,122.98,122.19,122.63,113.4943,1342000,0,1
4689,8/29/2018,122.62,123,122.26,122.85,113.698,1605600,0,1
4690,8/30/2018,122.7,123.17,122.33,122.83,113.6795,2214800,0,1
4691,8/31/2018,122.65,123.01,122.03,122.3,113.1889,1479400,0,1
4692,9/4/2018,122.33,122.76,121.53,122.36,113.2445,1003400,0,1
4693,9/5/2018,122.59,123.4,122.44,123.23,114.0497,1075300,0,1
4694,9/6/2018,123.13,123.7,122.96,123.3,114.1144,968200,0,1
4695,9/7/2018,123.21,123.25,122.52,123.07,113.9016,1242600,0,1
4696,9/10/2018,123.08,123.55,122.98,123.19,114.0126,845800,0,1
4697,9/11/2018,123.16,123.6,122.91,123.54,114.3366,1043800,0,1
4698,9/12/2018,123.39,123.67,122.56,122.57,113.4388,979500,0,1
4699,9/13/2018,122.88,122.98,122.23,122.4,113.2815,1405200,0,1
4700,9/14/2018,122.54,122.72,122.16,122.56,113.4296,648800,0,1
4701,9/17/2018,122.56,122.88,122.49,122.86,113.7072,841800,0,1
4702,9/18/2018,123,123.23,122.68,123.2,114.0219,797300,0,1
4703,9/19/2018,123.17,124,123,123.53,114.3273,1264700,0,1
4704,9/20/2018,123.93,125.21,123.87,124.4,115.1325,1343600,0,1
4705,9/21/2018,124.81,124.98,124.2,124.34,115.077,2130000,0,1
4706,9/24/2018,125,125,124.29,124.59,115.3083,892300,0,1
4707,9/25/2018,124.89,124.94,123.23,123.23,114.0497,1406300,0,1
4708,9/26/2018,123.71,124.3,123.35,123.6,114.3921,1955400,0,1
4709,9/27/2018,122.35,122.78,122.2,122.32,114.4669,914400,0,1
4710,9/28/2018,122.11,122.13,120.99,121.03,113.2598,1285200,0,1
4711,10/1/2018,122.01,122.1,120.81,121.51,113.709,1899900,0,1
4712,10/2/2018,121.48,121.51,120.28,120.71,112.9603,943400,0,1
4713,10/3/2018,121.16,121.25,120.33,121.03,113.2598,731200,0,1
